lang,word
Biblical Hebrew,Antemosaic
Old French,Antemosaic
Medieval Latin,Antemosaic
Late Latin,Antemosaic
Classical Latin,Antemosaic
Proto-Italic,Antemosaic
Proto-Hellenic,Antemosaic
English,Anti
Ancient Greek,Anti
English,Antichronical
Proto-Indo-European,Antichronical
Ancient Greek,Antichronical
Latin,Antichronical
Old French,Antichronical
Proto-Hellenic,Antichronical
English,Anticipated
English,Anticipatingly
Latin,Anticipatingly
Proto-Indo-European,Anticipatingly
Proto-Italic,Anticipatingly
Middle English,Anticipatingly
Old English,Anticipatingly
Proto-Germanic,Anticipatingly
Proto-West Germanic,Anticipatingly
Old Latin,Anticipatingly
Latin,Anticipation
Ancient Greek,Anticipation
English,Anticipation
Proto-Indo-European,Anticipation
Proto-Italic,Anticipation
Proto-Hellenic,Anticipation
English,Anticipative
Latin,Anticipative
Proto-Indo-European,Anticipative
Proto-Italic,Anticipative
Old French,Anticipative
Middle English,Anticipative
Old Latin,Anticipative
English,Antidote
Latin,Antidote
Ancient Greek,Antidote
Proto-Indo-European,Antidote
English,Antilles
Ancient Greek,Antiochus
Proto-Indo-European,Antiochus
Latin,Antiochus
English,Antiochus
Proto-Hellenic,Antiochus
Latin,Antique
English,Antique
French,Antique
Ancient Greek,Antique
Proto-Indo-European,Antique
Vietnamese,Antique
Old French,Antique
Spanish,Antique
Hiligaynon,Antique
Proto-Italic,Antique
Latin,Antiquity
Proto-Indo-European,Antiquity
English,Antiquity
Ancient Greek,Antiquity
Pali,Antiquity
Old French,Antiquity
Middle English,Antiquity
Proto-Italic,Antiquity
English,Antlered
Latin,Antlered
Proto-Indo-European,Antlered
Proto-Italic,Antlered
Old French,Antlered
Middle English,Antlered
Old English,Antlered
Vulgar Latin,Antlered
Indo-European,Antlered
English,Antlers
Ancient Greek,Antony
French,Antony
English,Antony
Proto-Indo-European,Antony
Proto-Hellenic,Antony
Proto-Indo-European,Ants
English,Ants
Old English,Ants
Proto-Germanic,Ants
Middle English,Ants
Proto-West Germanic,Ants
Germanic,Ants
Dutch,Antwerp
English,Antwerp
English,Anus
Sanskrit,Anus
Proto-Indo-European,Anus
Proto-Indo-Iranian,Anus
English,Anvil
Proto-Indo-European,Anvil
Middle English,Anvil
Old English,Anvil
Proto-West Germanic,Anvil
Proto-Indo-European,Anxiety
English,Anxiety
Ancient Greek,Anxiety
Proto-Italic,Anxiety
Latin,Anxiety
Pali,Anxiety
Proto-Hellenic,Anxiety
English,Anxious
Ancient Greek,Anxious
Proto-Italic,Anxious
Latin,Anxious
Proto-Indo-European,Anxious
Proto-Hellenic,Anxious
English,Any
Proto-Indo-European,Any
Old English,Any
Proto-Germanic,Any
Middle English,Any
English,Anybody
English,Anyhow
Proto-Indo-European,Anyhow
Middle English,Anyhow
Old English,Anyhow
Proto-Germanic,Anyhow
English,Anymore
Proto-Indo-European,Anymore
Latin,Anymore
Ancient Greek,Anymore
French,Anymore
Old English,Anymore
Middle English,Anymore
Proto-Germanic,Anymore
Proto-West Germanic,Anymore
Old French,Anymore
English,Anyone
Proto-Indo-European,Anyone
Proto-Germanic,Anyone
Middle English,Anyone
Old English,Anyone
Old Norse,Anyone
Proto-West Germanic,Anyone
English,Anything
English,Anyway
Proto-Indo-European,Anyway
Proto-Germanic,Anyway
Old English,Anyway
Middle English,Anyway
Proto-West Germanic,Anyway
English,Anyways
Proto-Indo-European,Anyways
Old English,Anyways
Middle English,Anyways
Proto-Germanic,Anyways
Proto-West Germanic,Anyways
English,Anywhere
Proto-Indo-European,Anywhere
Proto-Germanic,Anywhere
Old English,Anywhere
Middle English,Anywhere
English,Aorta
Ancient Greek,Aorta
Proto-Indo-European,Aorta
English,Apart
Latin,Apart
English,Apartment
French,Apartment
Italian,Apartment
Spanish,Apartment
Proto-Indo-European,Apartment
Latin,Apartment
Old Spanish,Apartment
Proto-Italic,Apartment
Old Latin,Apartment
English,Ape
Proto-Indo-European,Ape
Proto-Germanic,Ape
Old English,Ape
Middle English,Ape
Proto-West Germanic,Ape
French,Apeak
Proto-Indo-European,Apeak
English,Apeak
Latin,Apeak
Gaulish,Apeak
Proto-Celtic,Apeak
Proto-Italic,Apeak
Middle French,Apeak
Ancient Greek,Apeak
Phoenician,Apeak
Old French,Apeak
Spanish,Apeak
Old Latin,Apeak
Etruscan,Apeak
Egyptian,Apeak
Old Spanish,Apeak
Proto-Germanic,Apeak
Vulgar Latin,Apeak
Indo-European,Apeak
English,Apex
Latin,Apex
Proto-Indo-European,Apex
Proto-Italic,Apex
Ancient Greek,Apollo
English,Apollo
Latin,Apollo
Ancient Greek,Apologies
Proto-Indo-European,Apologies
English,Apologies
French,Apologies
Latin,Apologies
Late Latin,Apologies
Ancient Greek,Apology
Proto-Indo-European,Apology
English,Apology
French,Apology
Latin,Apology
Proto-Hellenic,Apology
Italian,Apology
Late Latin,Apology
Ecclesiastical Latin,Apology
German,Apology
Spanish,Apology
Russian,Apology
Ancient Greek,Apoplectic
Proto-Indo-European,Apoplectic
English,Apoplectic
French,Apoplectic
Proto-Hellenic,Apoplectic
Latin,Apoplectic
Ancient Greek,Apoplexy
Proto-Indo-European,Apoplexy
English,Apoplexy
Latin,Apoplexy
Proto-Hellenic,Apoplexy
Old French,Apoplexy
Ancient Greek,Apostolic
Proto-Indo-European,Apostolic
English,Apostolic
Latin,Apostolic
Proto-Hellenic,Apostolic
Ancient Greek,Apothecary
Proto-Indo-European,Apothecary
English,Apothecary
Proto-Hellenic,Apothecary
Old French,Apothecary
Latin,Apothecary
Medieval Latin,Apothecary
Ancient Greek,Apotheosis
Proto-Indo-European,Apotheosis
English,Apotheosis
Proto-Hellenic,Apotheosis
Chichewa,Apotheosis
Latin,Apotheosis
Latin,Appal
English,Appal
Proto-Indo-European,Appal
Ancient Greek,Appal
Proto-Italic,Appal
Hungarian,Appal
Middle English,Appal
Proto-Germanic,Appal
Old English,Appal
Old French,Appal
Chichewa,Appal
Proto-West Germanic,Appal
Korean,Appal
English,Appalled
Latin,Appalled
Proto-Indo-European,Appalled
Proto-Italic,Appalled
Phoenician,Appalled
Old French,Appalled
Middle English,Appalled
Old English,Appalled
Etruscan,Appalled
Egyptian,Appalled
Ancient Greek,Appalled
Proto-Germanic,Appalled
Vulgar Latin,Appalled
Latin,Appalling
English,Appalling
Proto-Indo-European,Appalling
Proto-Italic,Appalling
Phoenician,Appalling
Old French,Appalling
Etruscan,Appalling
Egyptian,Appalling
Ancient Greek,Appalling
Proto-Germanic,Appalling
Middle English,Appalling
Vulgar Latin,Appalling
English,Appallingly
Latin,Appallingly
Proto-Indo-European,Appallingly
Proto-Italic,Appallingly
Phoenician,Appallingly
Old French,Appallingly
Middle English,Appallingly
Old English,Appallingly
Etruscan,Appallingly
Egyptian,Appallingly
Ancient Greek,Appallingly
Proto-Germanic,Appallingly
Vulgar Latin,Appallingly
Proto-West Germanic,Appallingly
Latin,Apparatus
English,Apparatus
Proto-Indo-European,Apparatus
Proto-Italic,Apparatus
Asturian,Apparatus
Cebuano,Apparatus
Old Latin,Apparatus
Latin,Apparel
English,Apparel
Proto-Indo-European,Apparel
Proto-Italic,Apparel
Asturian,Apparel
Old French,Apparel
Vulgar Latin,Apparel
Cebuano,Apparel
Old Latin,Apparel
English,Apparelled
Latin,Apparent
English,Apparent
Proto-Indo-European,Apparent
Proto-Italic,Apparent
Old French,Apparent
Middle French,Apparent
English,Apparently
Latin,Apparently
Proto-Indo-European,Apparently
Proto-Italic,Apparently
Middle English,Apparently
Old English,Apparently
Old French,Apparently
Middle French,Apparently
Proto-Germanic,Apparently
Proto-West Germanic,Apparently
Latin,Apparition
English,Apparition
Ancient Greek,Apparition
Proto-Indo-European,Apparition
Proto-Italic,Apparition
Middle French,Apparition
Latin,Appeal
English,Appeal
Proto-Indo-European,Appeal
Proto-Italic,Appeal
Old French,Appeal
English,Appeals
Middle English,Appeals
Latin,Appear
English,Appear
Proto-Indo-European,Appear
Proto-Italic,Appear
Old French,Appear
Middle English,Appear
Latin,Appearance
English,Appearance
Proto-Indo-European,Appearance
Proto-Italic,Appearance
Middle French,Appearance
Latin,Appearing
English,Appearing
Proto-Indo-European,Appearing
Proto-Italic,Appearing
Old French,Appearing
Middle English,Appearing
Latin,Appellation
Proto-Indo-European,Appellation
English,Appellation
Ancient Greek,Appellation
Proto-Italic,Appellation
Old French,Appellation
Middle English,Appellation
Latin,Appellative
Proto-Indo-European,Appellative
English,Appellative
Proto-Italic,Appellative
Vietnamese,Appellative
English,Append
Middle English,Append
Old French,Append
English,Appendage
Proto-Indo-European,Appendage
Japanese,Appendage
Old Occitan,Appendage
Old French,Appendage
Old English,Appendage
Proto-Germanic,Appendage
Middle English,Appendage
Latin,Appendage
Latin,Appetite
Proto-Indo-European,Appetite
English,Appetite
Proto-Italic,Appetite
Old French,Appetite
Old Latin,Appetite
Middle English,Appetite
Indo-European,Appetite
English,Apple
Proto-Indo-European,Apple
Proto-Germanic,Apple
Old English,Apple
Middle English,Apple
Old Norse,Apple
Proto-West Germanic,Apple
Latin,Appliance
English,Appliance
Proto-Indo-European,Appliance
Proto-Italic,Appliance
Middle English,Appliance
Proto-Germanic,Appliance
Old English,Appliance
Old French,Appliance
Chichewa,Appliance
Proto-West Germanic,Appliance
English,Applicable
Old French,Applicable
Medieval Latin,Applicable
Latin,Application
English,Application
Proto-Indo-European,Application
Ancient Greek,Application
Proto-Italic,Application
Middle English,Application
Proto-Germanic,Application
Old English,Application
Old French,Application
Chichewa,Application
Proto-West Germanic,Application
English,Applied
Vietnamese,Applied
Latin,Applies
English,Applies
Proto-Indo-European,Applies
Proto-Italic,Applies
Middle English,Applies
Proto-Germanic,Applies
Old English,Applies
Old French,Applies
Chichewa,Applies
Proto-West Germanic,Applies
Latin,Apply
English,Apply
Proto-Indo-European,Apply
Proto-Italic,Apply
Middle English,Apply
Proto-Germanic,Apply
Old English,Apply
Old French,Apply
Chichewa,Apply
Proto-West Germanic,Apply
Latin,Applying
English,Applying
Proto-Indo-European,Applying
Proto-Italic,Applying
Middle English,Applying
Proto-Germanic,Applying
Old English,Applying
Old French,Applying
Chichewa,Applying
Proto-West Germanic,Applying
Latin,Appoint
English,Appoint
Proto-Indo-European,Appoint
Proto-Italic,Appoint
Sumerian,Appoint
Hebrew,Appoint
Middle French,Appoint
Proto-Germanic,Appoint
Old English,Appoint
Old Norse,Appoint
Old French,Appoint
Middle English,Appoint
Proto-West Germanic,Appoint
Late Latin,Appoint
Proto-Norse,Appoint
English,Appointed
English,Apportioned
Latin,Appreciative
English,Appreciative
Proto-Indo-European,Appreciative
Proto-Italic,Appreciative
Old French,Appreciative
Middle English,Appreciative
Medieval Latin,Appreciative
Late Latin,Appreciative
Latin,Apprehension
English,Apprehension
Ancient Greek,Apprehension
Proto-Indo-European,Apprehension
Proto-Italic,Apprehension
English,Apprehensiveness
Proto-Indo-European,Apprehensiveness
Old English,Apprehensiveness
Middle English,Apprehensiveness
Proto-Germanic,Apprehensiveness
Proto-West Germanic,Apprehensiveness
Latin,Apprise
English,Apprise
French,Apprise
Proto-Indo-European,Apprise
Proto-Italic,Apprise
Middle French,Apprise
Old French,Apprise
Late Latin,Apprise
English,Apprised
Latin,Approach
English,Approach
Proto-Indo-European,Approach
Proto-Italic,Approach
Old English,Approach
Old French,Approach
Old Latin,Approach
Middle English,Approach
Proto-Germanic,Approach
Indo-European,Approach
English,Approached
Latin,Approaches
English,Approaches
Proto-Indo-European,Approaches
Proto-Italic,Approaches
Old French,Approaches
Proto-Germanic,Approaches
Old English,Approaches
Old Latin,Approaches
Middle English,Approaches
Indo-European,Approaches
Proto-West Germanic,Approaches
English,Approaching
Latin,Appropriate
English,Appropriate
Proto-Indo-European,Appropriate
Proto-Italic,Appropriate
Old Latin,Appropriate
Middle English,Appropriate
Indo-European,Appropriate
English,Appropriated
Latin,Approval
Arabic,Approval
English,Approval
Proto-Indo-European,Approval
Proto-Italic,Approval
Proto-Bantu,Approval
German,Approval
Old French,Approval
Middle English,Approval
Aramaic,Approval
Andalusian Arabic,Approval
New Latin,Approval
Akkadian,Approval
Latin,Approve
English,Approve
Proto-Indo-European,Approve
Proto-Italic,Approve
Proto-Bantu,Approve
Middle English,Approve
Old French,Approve
Latin,Approved
English,Approved
Proto-Indo-European,Approved
Proto-Italic,Approved
Proto-Bantu,Approved
Vietnamese,Approved
Middle English,Approved
Old French,Approved
English,Approving
Middle English,Approving
Old English,Approving
Proto-Germanic,Approving
Proto-West Germanic,Approving
English,Approvingly
Middle English,Approvingly
Old English,Approvingly
Proto-Germanic,Approvingly
Proto-West Germanic,Approvingly
English,Approximate
Middle English,Approximate
English,Apricot
Catalan,Apricot
Arabic,Apricot
Ancient Greek,Apricot
Latin,Apricot
Classical Syriac,Apricot
Byzantine Greek,Apricot
Ancient Greek,April
English,April
Etruscan,April
Middle English,April
Old French,April
Latin,April
English,Apron
Latin,Apron
French,Apron
Old English,Apron
Old French,Apron
Middle English,Apron
Medieval Latin,Apron
Proto-Germanic,Apron
Latin,Apt
English,Apt
Middle French,Apt
Medieval Latin,Apt
Proto-Italic,Apt
Latin,Aptitude
English,Aptitude
Middle French,Aptitude
Medieval Latin,Aptitude
Proto-Italic,Aptitude
Latin,Aquarius
Proto-Indo-European,Aquarius
Proto-Italic,Aquarius
English,Aquarius
Latin,Arbitrary
English,Arbitrary
French,Arbitrary
Italian,Arbitrary
Middle English,Arbitrary
Proto-Italic,Arbitrary
English,Arc
Latin,Arc
Ancient Greek,Arc
Proto-Indo-European,Arc
Old English,Arc
Middle English,Arc
English,Arch
Latin,Arch
Ancient Greek,Arch
Proto-Indo-European,Arch
Old English,Arch
Middle English,Arch
Ancient Greek,Archangel
Latin,Archangel
English,Archangel
Proto-Indo-European,Archangel
Old Norse,Archangel
Old Saxon,Archangel
Old English,Archangel
Old French,Archangel
Proto-West Germanic,Archangel
Koine Greek,Archangel
Middle English,Archangel
English,Archangelic
Latin,Archangelic
Ancient Greek,Archangelic
Proto-Indo-European,Archangelic
Old Norse,Archangelic
Middle English,Archangelic
Old French,Archangelic
Old Saxon,Archangelic
Old English,Archangelic
Anglo-Norman,Archangelic
Proto-West Germanic,Archangelic
Late Latin,Archangelic
Koine Greek,Archangelic
English,Archangelical
Latin,Archangelical
Ancient Greek,Archangelical
Proto-Indo-European,Archangelical
Old Norse,Archangelical
Middle English,Archangelical
Old French,Archangelical
Old Saxon,Archangelical
Old English,Archangelical
Anglo-Norman,Archangelical
Proto-West Germanic,Archangelical
Late Latin,Archangelical
Koine Greek,Archangelical
English,Archangels
Ancient Greek,Archangels
Latin,Archangels
Proto-Indo-European,Archangels
Proto-Italic,Archangels
French,Archangels
Middle French,Archangels
Proto-Germanic,Archangels
Old English,Archangels
Old Norse,Archangels
Old French,Archangels
Proto-Slavic,Archangels
Middle English,Archangels
Old Saxon,Archangels
Anglo-Norman,Archangels
Proto-West Germanic,Archangels
Ukrainian,Archangels
Koine Greek,Archangels
Ancient Greek,Archbishop
English,Archbishop
Latin,Archbishop
Proto-Indo-European,Archbishop
Proto-Hellenic,Archbishop
Old English,Archbishop
Middle English,Archbishop
Ancient Greek,Archbishopric
English,Archbishopric
Latin,Archbishopric
Proto-Indo-European,Archbishopric
Proto-Hellenic,Archbishopric
Old English,Archbishopric
Middle English,Archbishopric
English,Arched
Latin,Archer
English,Archer
Proto-Indo-European,Archer
Proto-Italic,Archer
Old French,Archer
Middle English,Archer
English,Arches
Ancient Greek,Arches
Latin,Arches
Proto-Indo-European,Arches
French,Arches
Proto-Italic,Arches
Proto-Germanic,Arches
Old English,Arches
Middle English,Arches
Old French,Arches
Proto-Hellenic,Arches
Late Latin,Arches
Proto-West Germanic,Arches
Ancient Greek,Archiepiscopacy
English,Archiepiscopacy
Latin,Archiepiscopacy
Proto-Indo-European,Archiepiscopacy
Proto-Hellenic,Archiepiscopacy
Late Latin,Archiepiscopacy
English,Arching
English,Architect
Middle English,Architect
Ancient Greek,Architecture
English,Architecture
Proto-Indo-European,Architecture
French,Architecture
Latin,Architecture
Proto-Hellenic,Architecture
English,Archives
Ancient Greek,Archy
Latin,Archy
English,Archy
Proto-Indo-European,Archy
Japanese,Archy
Old Japanese,Archy
French,Archy
Russian,Archy
Proto-Italic,Archy
Proto-Hellenic,Archy
Proto-Germanic,Archy
Old English,Archy
Middle Chinese,Archy
Chinese,Archy
Middle English,Archy
Old French,Archy
New Latin,Archy
Proto-West Germanic,Archy
Late Latin,Archy
Old East Slavic,Archy
Proto-Japonic,Archy
English,Arctic
Proto-Indo-European,Arctic
Ancient Greek,Arctic
Latin,Arctic
Middle French,Arctic
Chichewa,Arctic
Middle English,Arctic
Proto-Hellenic,Arctic
English,Ardour
Old English,Are
Proto-Germanic,Are
Middle English,Are
Proto-West Germanic,Are
English,Area
Old English,Area
Middle English,Area
English,Arethusa
English,Argo
French,Argo
English,Argosy
Italian,Argosy
Latin,Argue
English,Argue
Old French,Argue
Middle English,Argue
English,Argued
English,Argument
Middle English,Argument
Old French,Argument
English,Arid
Latin,Arid
Proto-Indo-European,Arid
French,Arid
Proto-Italic,Arid
Proto-Indo-European,Aries
English,Aries
Ancient Greek,Aries
Latin,Aries
English,Aright
English,Arion
Ancient Greek,Arion
English,Arise
Proto-Indo-European,Arise
Proto-Germanic,Arise
Middle English,Arise
Old English,Arise
English,Arisen
Proto-Indo-European,Arisen
Proto-Germanic,Arisen
Middle English,Arisen
Old English,Arisen
English,Arises
Proto-Indo-European,Arises
Proto-Germanic,Arises
Middle English,Arises
Old English,Arises
Proto-West Germanic,Arises
English,Arising
Proto-Indo-European,Arising
Proto-Germanic,Arising
Middle English,Arising
Old English,Arising
Latin,Aristotle
Proto-Indo-European,Aristotle
English,Aristotle
Ancient Greek,Aristotle
Proto-Germanic,Aristotle
Middle English,Aristotle
Old English,Aristotle
Old French,Aristotle
Proto-West Germanic,Aristotle
Late Latin,Aristotle
Proto-Italic,Aristotle
Vulgar Latin,Aristotle
Proto-Hellenic,Aristotle
Old Latin,Aristotle
Ancient Greek,Arithmetic
English,Arithmetic
Proto-Indo-European,Arithmetic
Latin,Arithmetic
Ancient Greek,Ark
English,Ark
Proto-Indo-European,Ark
French,Ark
English,Arkansas
French,Arkansas
English,Arkite
Ancient Greek,Arkite
Latin,Arkite
Proto-Indo-European,Arkite
French,Arkite
Middle French,Arkite
Middle Dutch,Arkite
Proto-Hellenic,Arkite
Biblical Hebrew,Arkite
Old French,Arkite
Proto-Italic,Arkite
English,Arm
Proto-Indo-European,Arm
Proto-Germanic,Arm
Old English,Arm
Middle English,Arm
Proto-West Germanic,Arm
Latin,Armada
Proto-Indo-European,Armada
English,Armada
Spanish,Armada
Medieval Latin,Armada
Late Latin,Armada
Proto-Italic,Armada
Old Latin,Armada
English,Armed
Proto-Indo-European,Armed
Proto-Germanic,Armed
Middle English,Armed
Old English,Armed
Old French,Armed
Proto-West Germanic,Armed
English,Armor
Middle English,Armor
Old French,Armor
English,Arms
English,Army
Middle English,Army
Anglo-Norman,Army
