"id","lat","long"
1744,0.72494,49.52386
7019,-88.02212,17.74226
6980,-52.33422,4.94666
5456,123.92163,10.29671
6019,-76.31293,35.01966
2688,-8.06744,43.65702
6825,-77.32647,20.22769
3700,114.83607,-8.19052
3125,27.32933,40.4236
2903,28.0367,44.32439
58,26.2939,38.326
1954,-5.3132,35.8936
3122,35.92007,36.85227
3584,60.5987,25.31864
6733,-73.51354,-41.82733
7106,-61.64286,10.67397
6614,-96.11978,15.75008
6734,-72.72107,-42.91297
472,27.61532,36.22194
17,23.5998,38.4466
779,23.7351,38.33299
7097,-91.92082,14.29496
6769,-70.63833,-26.34955
6922,-77.27457,-11.58325
4144,120.72021,37.92248
4013,103.99429,1.39191
4122,121.32903,32.44892
4102,120.97629,31.76693
4159,121.33013,39.50582
4103,120.0165,31.96647
747,24.01673,35.51853
5935,-88.18904,41.4247
5914,-119.22413,34.1645
6528,-71.16104,46.83272
4149,117.1057,23.55941
3533,54.28263,26.72372
2539,4.43892,50.40597
6125,-79.90396,32.77164
7091,-62.63175,17.13673
1687,-3.50216,56.03429
6193,-85.25464,45.31762
6507,-63.11957,46.22991
1696,0.54209,51.40157
6051,-85.31295,35.05756
2656,-1.82238,48.87267
3077,143.2909,52.4834
3082,132.35624,42.89919
3205,11.1606,35.2304
2996,47.25945,56.15125
6297,-84.47186,45.64718
6964,-59.65227,13.28476
4187,113.94221,22.30801
2987,141.96563,47.45105
3156,35.71129,34.31495
4054,174.73718,-36.82333
6098,-148.00808,60.06285
4211,119.79441,34.42928
3639,80.30253,13.10182
5473,126.85539,34.17916
2438,-2.67252,51.64622
124,-1.61984,49.6535
3265,2.1908,36.61253
2986,37.80262,59.11431
2960,32.10441,49.4387
6047,-122.76052,48.86103
6002,-76.06175,39.20702
3279,7.385,37.06686
6542,-88.29685,18.49026
6150,-122.40936,37.92432
4807,140.07997,35.59271
4850,133.0438,36.00916
6024,-87.60108,41.88151
2457,-0.82251,50.8044
6857,-68.26741,10.92572
4855,135.13444,34.06415
4816,139.39805,35.31488
4373,139.96377,34.95734
6939,-78.56687,-9.11832
5996,-75.37749,37.93523
2074,12.28641,45.21869
63,26.1409,38.3695
1862,-6.4292,36.7473
6895,-82.1116,8.94965
4962,129.37326,34.40547
4641,136.92312,34.7657
3665,91.81661,22.23466
4158,113.88427,22.46012
4752,141.90693,40.01162
4256,140.0069,42.6873
4130,117.47632,30.6841
3299,-4.93561,35.32737
4477,131.00805,34.00608
4876,140.80006,41.29328
5863,129.79052,41.75737
2948,32.6953,45.5128
2924,30.6572,46.33832
4462,140.84995,35.74047
2259,26.50701,37.62644
2261,25.70003,34.87775
1589,-1.75075,50.7222
7167,-64.70592,17.74878
4608,141.39567,41.10326
1837,-1.6692,43.39053
2108,32.97997,41.89947
6844,-80.47217,22.12285
3698,109.02512,-7.73482
3708,106.11294,-5.9688
1946,-7.59927,43.67999
6345,-84.51359,39.09248
3738,108.57556,-6.70729
2771,14.33098,35.98865
6737,-72.68701,-44.72702
6869,-63.54324,8.14744
6816,-58.85034,-27.46354
6863,-71.33553,10.19063
1911,3.82572,39.9933
1993,11.76989,42.10436
3739,105.97242,-5.9929
3821,115.77822,-31.98948
6495,-53.9582,48.16708
6500,-65.63425,43.44304
5953,-87.36478,36.52893
515,20.76294,38.94913
3957,153.27874,-27.51439
6280,-81.69925,41.51228
1849,2.29642,48.90736
1670,0.45271,51.46369
5949,-122.34802,47.97319
2498,-6.2226,53.7984
6697,-63.1417,-4.08057
6588,-94.4086,18.14774
6523,-78.16586,43.95345
6858,-63.99124,10.79193
7100,-77.93581,25.81886
6682,-62.06406,-3.84436
5926,-88.23816,30.38104
3394,25.69318,-33.80404
1319,7.65884,52.00367
5004,6.73403,52.65945
6267,-73.78697,42.48056
6235,-81.15374,31.93488
3907,153.14723,-30.30835
3358,9.68924,1.08309
6907,-81.69624,7.50068
6937,-78.62516,-9.0189
1888,3.15794,42.40468
2347,-6.67461,55.1436
3850,148.29113,-42.12914
989,3.84787,51.60304
1859,-3.46269,43.39522
1549,-6.52071,56.61442
2336,-1.93153,57.34671
6404,-80.22653,44.51286
3267,6.57194,37.00351
3662,79.83694,6.95639
6910,-79.89006,9.37186
6918,-79.89139,9.36061
6990,-57.84392,-34.47709
6713,-70.46513,-23.75558
6128,-89.11823,36.75635
1968,1.52624,41.17754
6413,-54.01324,47.79926
2666,3.00212,50.76467
6779,-67.45752,-45.85563
3322,-13.71665,9.50185
6668,-44.1653,-23.03641
6804,-58.21999,-32.48195
6754,-71.53907,-32.92867
6786,-58.00544,-31.4064
2661,2.08117,48.98902
1871,-6.13631,36.29368
5985,-80.5534,41.97498
125,28.6714,44.1231
6902,-79.03484,8.63489
2062,8.21337,40.59439
6527,-73.24376,45.85668
6224,-90.83296,30.01677
2458,-3.83825,53.29163
3944,115.75879,-32.10172
3886,145.24956,-15.45891
7051,-64.51458,18.386
126,12.6061,55.6987
6721,-71.33324,-29.94811
7050,-73.89008,18.56916
1870,-9.18351,42.94239
1804,-1.8852,47.2769
6030,-145.76911,60.54775
2684,-6.04855,37.28336
2766,16.52469,39.66911
3855,145.42332,-38.40704
127,22.9842,37.9341
23,22.9388,37.9431
6994,-87.16617,12.48394
128,-8.39698,51.8774
1936,-8.9639,43.26299
6423,-57.94261,48.96262
6406,-74.71016,45.01404
5458,120.20617,11.99242
6741,-73.16234,-37.03408
1548,-5.13444,56.84038
129,-97.38304,27.8172
6717,-73.42302,-39.88326
2706,-13.86077,28.73939
1631,-5.24235,56.72265
1931,-8.37359,43.35954
6558,-87.68791,18.72987
6623,-34.85455,-6.97085
3343,2.43092,6.34374
1776,-0.45957,49.33541
6252,-70.13832,43.75137
2733,-9.14432,38.67059
6101,-97.07308,27.99022
6081,-76.38356,38.40327
7152,-75.68997,9.41321
3823,145.24014,-38.44631
130,-1.29237,50.7543
7007,-87.62763,13.30868
131,-86.9635,20.5023
6219,-133.14685,55.47965
2334,-5.94797,55.83439
2349,-5.70073,56.47146
2341,-5.55914,56.21229
2428,-1.58947,55.47309
3902,115.82549,-31.984
2778,14.40716,44.95437
2360,-5.56355,56.09139
6909,-79.90967,9.34637
6376,-122.21984,38.05842
1605,-4.03783,57.68393
3874,151.1441,-34.06855
2000,17.13385,39.08576
7119,-64.79884,18.33244
6173,-82.70476,28.95601
1158,5.85299,51.75254
7141,-61.01802,13.98564
6973,-65.30104,18.30175
5003,5.21858,51.96203
2330,-2.81959,57.69798
1967,-0.25646,39.162
1671,-0.99515,60.69837
6865,-64.13729,10.47813
1579,-4.89715,55.78571
6691,-44.4326,-22.97203
2315,-6.03882,55.12587
1805,-0.66656,45.12382
6304,-90.3362,29.54173
132,8.70959,53.8675
2421,0.46355,51.37299
3809,147.0867,-43.17484
4202,113.85286,22.53362
4075,108.21919,16.09868
5541,126.50993,36.33056
5484,128.4276,38.50087
5538,126.37917,37.02688
4204,120.84061,33.25832
549,24.22093,40.21378
1283,8.6878,54.7317
1603,0.14237,51.51434
7191,72.50746,21.65885
4620,129.6969,28.49029
3319,-17.4275,14.681
3302,-15.94321,23.66197
5453,121.6275,13.9017
5318,5.51482,59.51768
6727,-73.65483,-42.38302
1487,6.25951,52.50248
6452,-79.2695,43.19716
4185,121.69445,38.94924
599,20.1332,39.23669
3516,52.32412,24.47009
133,149.29766,-21.2655
5634,22.5079,60.0146
5700,-6.67195,61.78352
5591,-18.52715,65.97299
3177,31.75825,31.46738
3445,50.16472,26.49736
1364,10.02769,54.58207
134,116.74259,-20.62726
6085,-117.69418,33.45627
5423,123.55683,10.81723
3373,13.36642,-8.56664
4092,124.16323,39.77486
5390,121.5319,12.59143
5483,126.5065,37.06422
5439,126.04925,9.75444
5433,123.38401,8.63668
3427,39.29288,-6.82178
3576,56.06944,26.97209
5791,16.37489,54.44034
1708,-3.57328,50.35526
3870,130.80389,-12.43267
3490,52.86457,25.16604
3108,27.6893,36.7249
2113,27.61686,36.77046
6359,-88.08102,30.25191
5429,125.66118,7.11425
5387,125.48538,6.96225
5979,-90.57662,41.51606
5999,-71.4005,41.60502
6041,-84.45887,39.11698
3151,35.58152,33.93505
1058,5.21899,52.41798
1222,6.68386,53.11698
1151,5.39496,52.25673
1049,4.93224,52.88507
1056,4.27377,51.61238
5017,4.7885,52.23765
1052,5.53183,52.27013
1057,4.96911,52.23819
980,4.96422,52.24934
1232,4.29349,51.75743
1053,5.12798,51.77625
6247,-83.8969,45.99264
1245,5.9484,53.09744
912,4.97808,52.22465
3034,140.78303,51.45981
2312,-1.30258,50.88301
6104,-87.00449,34.63171
5854,14.20953,50.76718
6076,-88.09842,30.52732
5008,5.67241,51.89399
2377,-3.82687,53.29105
1295,12.96462,48.823
7041,-52.27786,4.85322
2521,3.52222,50.98759
5058,5.13651,61.93013
6299,-75.58635,39.58047
1129,4.44618,51.90612
947,5.82427,52.87396
1082,4.35767,52.00449
135,6.92409,53.3214
3257,3.9175,36.91442
705,25.26443,37.3977
136,4.78668,52.9589
872,5.03764,52.93751
1007,3.89372,51.74194
1177,4.28065,51.71938
5760,177.38339,-17.77088
137,0.11612,38.8425
3846,114.9189,-29.2726
2875,18.60115,42.43264
2582,11.99294,52.42268
3930,123.60799,-17.29172
2119,29.82475,40.74612
3202,22.65541,32.76252
497,22.37519,38.14231
7099,-61.79622,16.30488
2511,5.11872,51.22619
6274,-83.0701,42.31385
1479,6.1551,52.25013
4053,174.79328,-36.83253
3893,146.36529,-41.17343
3649,86.96988,20.82547
3137,33.73537,34.97825
546,27.21261,35.75593
487,22.20258,38.19678
6785,-60.64642,-32.05818
2011,8.08606,43.90897
3514,56.29031,25.6135
6003,-88.89276,30.42225
2162,27.26368,37.33616
1828,-1.86265,49.55251
1840,1.08485,49.92864
1759,1.02004,49.42243
1241,6.34071,52.84605
3634,72.9741,18.26541
2112,26.88427,39.07007
3019,80.5088,73.50604
728,23.67686,38.34113
5849,125.57628,-8.55158
2167,29.53663,40.76354
6075,-158.46821,59.03592
2660,-2.03731,48.45767
982,4.37951,51.65225
5039,6.17044,58.83822
1330,7.28225,53.31717
3561,54.5723,26.57653
3506,52.40561,24.95064
3247,5.89194,36.82844
3430,43.12628,11.61172
5207,5.1794,61.911
5570,-14.27896,64.65929
2217,11.69819,57.98997
2926,31.9385,46.771
2961,35.06321,48.46919
3803,134.21662,-5.75549
5511,126.46278,33.50633
869,6.13668,52.01156
996,6.28557,51.96504
5833,51.54737,25.30644
1476,5.99784,53.32263
1957,-8.68244,42.28433
2825,17.15089,42.95193
5348,12.60432,56.11668
854,22.95032,38.21782
2400,-5.53178,54.64481
2479,-8.11304,54.65207
4193,113.6057,22.92725
138,-2.09236,47.3068
5499,129.13947,37.49819
4206,119.80701,35.59535
4201,117.50497,23.75452
4135,118.96448,38.08741
70,25.7946,37.0982
5374,11.79277,57.59932
6301,-86.97568,45.29102
1491,4.63525,51.79248
1378,7.67776,52.22098
3400,18.23306,-31.81497
1444,6.85127,51.08078
1282,7.36733,52.9717
1309,6.98471,51.66328
1363,7.43588,51.54693
3117,36.13752,36.83756
6544,-93.19219,18.44644
3353,9.6895,4.05578
1736,-4.3328,48.08883
3992,151.24334,-33.86751
6016,-86.20459,42.65127
139,-4.47047,54.1469
4138,113.33915,22.26205
140,1.3283,51.1206
2322,-5.64704,54.49012
5507,127.135,34.52368
941,6.05771,53.10667
5093,16.07858,68.04837
141,12.6812,55.5927
5130,10.2129,59.73881
5595,-21.50192,65.69066
464,21.84567,38.33869
1350,13.74383,51.05373
1029,5.81713,51.96399
1081,4.81232,51.70952
1655,-5.98264,56.61263
2911,22.63352,44.61719
142,-6.35051,53.7138
1042,5.71421,52.53165
744,20.82032,37.8402
6290,-83.87998,45.98839
2434,-4.89058,54.69249
4007,151.16768,-33.85393
5020,5.60129,51.89799
2789,17.24742,43.15394
3448,35.544,27.5606
3436,35.7377,27.31943
143,55.2753,25.2717
3522,55.13944,25.0788
144,-6.2199,53.3504
2826,18.07506,42.66653
6140,-90.64877,42.50381
2968,86.1518,69.40317
1988,13.59871,45.77342
1377,6.72098,51.45144
6122,-92.08444,46.75038
5409,123.3113,9.3108
3705,101.45698,1.68847
5422,122.7063,10.77482
145,-6.13217,53.2999
5761,18.94591,46.97104
5772,18.96248,46.90722
1699,-2.9911,51.16284
2371,-2.51601,56.00567
6484,-125.28828,50.07667
6380,-76.53734,39.24172
146,-6.39947,54.0109
1681,-2.94269,56.46316
4056,170.52537,-45.87852
4083,108.78628,15.40691
147,2.2637,51.0406
5923,-79.3397,42.49179
2492,-6.99026,52.1483
148,-4.9215,55.946
2463,-5.43379,56.45206
2287,-4.75983,55.4075
3984,153.39983,-27.50331
149,31.0257,-29.8786
1201,4.99121,52.37701
2885,19.45331,41.30792
150,5.66855,59.0006
1391,6.74302,51.22655
151,-166.54457,53.88048
3386,18.42663,-33.67709
2396,-3.12401,56.1219
6961,45.25725,-12.78045
6570,-88.8802,21.39484
6174,-74.04746,40.45611
1183,5.94628,53.13129
3929,136.67437,-12.20391
2277,-5.64314,54.41416
3388,27.90321,-33.02427
1584,0.33145,50.78855
1215,6.05529,53.17525
3213,11.06517,37.04097
6070,-85.47661,30.03183
152,-2.94974,53.3212
2379,-1.03109,50.79712
5925,-66.99852,44.89189
2601,10.66341,56.15347
946,5.82233,52.87271
1440,9.85664,54.46456
963,5.05261,52.51253
3853,149.90573,-37.07326
6176,-122.3901,47.8124
2241,11.22884,58.71305
900,5.32931,52.25348
154,6.83678,53.4518
6225,-157.37947,58.21609
5203,5.99545,58.45105
5238,5.65397,62.32223
2399,-2.94428,59.15435
7004,46.9663,-25.06385
909,6.01946,53.24226
5045,7.45678,62.92281
5276,7.06462,60.46807
5674,-7.09186,62.29691
4968,134.9111,34.67494
5173,5.55317,60.70005
3165,34.95312,29.53871
999,5.4797,51.44435
5662,26.3037,59.56931
5373,15.63652,56.10166
2699,-3.81543,43.40199
7123,-83.69398,11.99572
2686,-16.32628,28.40043
3166,29.80606,31.14641
3243,2.89843,36.79945
1858,-8.22902,43.47194
6888,-64.06342,10.86667
3286,-8.4992,33.25659
3294,-4.66667,35.20833
3253,8.44102,36.89874
3260,0.91187,36.40264
3262,3.23077,36.80587
1935,2.3126,41.4757
6613,-115.18201,28.04514
5455,119.38784,11.18165
2685,-15.66775,27.75227
6878,-68.13616,10.49885
1876,3.2011,42.33907
2691,-7.11569,37.21409
6594,-116.70383,31.89413
3174,33.61528,28.22999
663,22.9829,36.51025
993,5.53983,52.92665
616,22.80029,36.75286
5796,19.39039,54.16637
956,5.82653,52.45356
1458,6.35394,53.31392
4,23.5213,38.0334
536,24.318,40.84819
6323,-79.89395,40.26962
3062,132.77701,42.87053
6186,-85.41443,44.90055
155,-2.88453,53.2878
1000,3.81754,51.38535
5041,6.33133,62.4913
6319,-119.92333,34.4306
5095,7.13147,62.84878
786,25.72344,35.26344
1349,8.46549,53.23589
3534,50.24859,29.83391
156,7.19727,53.3496
1366,6.23966,51.82972
6284,-89.57066,29.37465
1877,3.13513,42.24648
2355,-0.93283,50.84338
4712,140.96057,36.96813
4687,135.10788,33.99165
4738,141.78223,44.72276
3694,121.63991,-8.84483
2607,10.27304,55.76258
3131,26.052,40.6984
5158,10.73502,59.25249
5254,10.53531,59.68361
5063,17.12727,68.92558
2520,5.39207,50.57564
157,-61.7638,17.0088
158,5.2958,52.7005
3624,80.344,13.263
5749,14.50268,48.22736
4230,139.13884,35.19257
973,6.89337,52.22011
159,-116.62335,31.85254
726,20.92647,38.64765
855,22.23183,38.35761
2097,27.792,40.39263
3097,31.40801,41.27649
2163,27.98335,40.98393
512,19.57899,39.87743
3102,31.9007,41.5244
692,23.79594,38.38784
1652,-7.31092,57.07187
1644,0.17361,51.49514
2577,9.15996,49.7989
3969,151.05812,-33.8239
800,23.25149,37.38701
5743,15.9364,48.34004
5125,17.3866,69.4801
3203,18.36818,30.63598
4735,131.64431,34.64577
4648,140.12137,41.86991
160,8.42904,55.46118
6097,-87.05057,45.75853
6798,-58.72935,-34.24676
444,-0.96617,37.5698
3345,5.20055,5.60825
5599,-14.02369,65.07166
2135,29.42407,40.76537
7088,-79.64419,0.99056
161,121.90037,-33.86481
6412,-123.43113,48.43482
7074,-77.1312,17.88796
3301,-9.77436,31.5086
2724,-9.39864,38.70136
5763,18.73081,47.79257
4324,132.49504,34.24774
5201,5.92789,59.66631
4337,132.96994,35.52752
4873,138.22322,37.83717
3968,151.35326,-33.49972
6268,-124.18467,40.8004
6230,-87.58392,37.97291
1574,-4.2826,57.66324
76,26.1825,37.6313
6045,-122.23075,47.98651
2126,29.7118,40.7722
1557,-3.42577,50.61646
3831,114.14152,-21.95684
5161,8.8806,58.49661
2437,-2.08955,55.87448
1220,6.14795,53.35906
2326,1.27565,51.84448
2626,10.23809,55.09145
1535,-1.60367,59.53974
6039,-73.98114,40.80918
5989,-70.90902,41.63489
6381,-87.91692,30.5251
6046,-74.75474,40.13815
6259,-81.28012,41.75874
7159,-65.63013,18.33672
5771,18.90608,46.42738
3730,132.30751,-2.93507
2004,13.38486,43.64405
493,28.20749,36.33589
447,23.6665,37.9395
162,12.497,56.8999
1567,-5.06376,50.15821
7066,-61.77449,17.01943
7101,-77.64666,18.49169
3138,33.94737,35.13206
5678,-6.88343,61.52396
465,25.12832,40.96224
4088,108.37053,21.58778
2629,8.40954,55.45048
584,27.089,37.29068
163,19.0595,57.8647
5252,6.80917,58.09381
5589,-14.00759,64.92683
164,-4.82044,56.0618
2155,37.4901,41.044
6123,-122.39763,47.52389
5240,15.40946,67.25388
2050,12.32323,37.93345
165,-1.33165,50.8395
2798,13.8018,44.92732
1803,0.37224,49.76187
6791,-57.90887,-30.99423
5265,4.71308,60.78303
5379,19.16721,59.74405
166,1.29957,51.9589
4178,121.2326,36.68105
2489,-9.86124,52.27075
2928,35.39425,45.02947
3535,52.56096,36.70071
5948,-122.7193,48.82514
5337,6.33201,62.37597
5191,14.76476,67.43865
2137,29.10487,36.63366
5377,16.55853,57.37476
2728,-8.8566,40.14621
2072,14.58147,38.56287
5166,8.98317,63.60843
2763,8.35181,44.16854
2433,-2.90431,57.69864
2106,30.15123,36.29417
167,-4.84044,56.1144
5224,17.97048,69.23568
3523,48.12974,29.17064
6763,-72.5239,-42.547
1299,10.21487,54.40285
1516,9.37436,54.15282
2278,-1.2126,50.73468
2366,-3.06739,55.94584
1654,-4.97508,52.00767
1547,-5.80934,56.5157
5090,6.00115,59.11781
5061,6.28109,62.44091
5089,14.82615,68.43048
2189,11.27395,58.35577
2076,12.21926,41.76743
2253,11.27814,58.5995
5198,7.1237,60.864
6978,-85.78682,10.43987
5594,-23.50634,66.04797
5100,5.25336,60.53455
1695,-3.01096,53.9175
5091,6.65563,58.29197
168,9.43379,54.7996
5168,15.92062,68.67318
932,5.45917,52.55298
1210,5.63607,52.38372
3958,145.02781,-38.47514
3865,148.24404,-40.2164
169,23.6831,37.9345
2460,-0.70209,53.6191
170,5.02985,61.60221
5223,5.24287,60.41284
1664,-3.13265,58.83872
2149,26.74554,38.67047
727,24.87786,37.39696
807,21.80621,36.80588
2268,22.96906,37.07057
3057,132.40814,42.93405
5773,18.89842,46.54121
27,24.9502,36.6133
1599,1.19212,51.07812
5233,11.10873,63.98204
7086,-61.33936,15.94194
2348,-1.28146,50.733
7182,43.75674,-12.28976
5320,4.9719,60.80993
6481,-69.05169,48.73622
2001,13.85785,40.73984
1970,1.41936,38.73383
2048,13.61379,41.25444
1992,8.2383,40.98639
5031,6.08876,58.90218
3959,152.50787,-32.1804
7063,-61.05292,14.58975
5958,-74.00811,40.4655
171,-80.10904,26.11834
7026,-71.83417,19.66723
6100,-76.68198,34.69843
1692,-5.11406,56.81862
6674,-38.49933,-3.71626
6663,-37.79315,-4.45254
2426,-4.13271,57.57866
6422,-55.82765,47.07611
5225,5.75242,58.89801
5181,12.45857,65.71421
172,4.89515,43.4007
5267,5.63986,62.34065
5359,11.65435,57.66708
1738,-1.09483,45.98343
6317,-90.21504,29.12146
708,26.47796,37.57766
2382,-4.63655,50.33342
2495,-9.10563,52.61353
1905,-7.24496,43.56916
6398,-56.74061,47.57663
1480,5.53802,53.18183
6118,-86.23534,44.62973
1515,8.68446,50.10876
3810,153.0274,-25.38932
6433,-122.91314,49.1893
173,-1.99943,57.6916
6968,-58.3085,-33.10975
174,9.74508,55.557
6087,-93.52859,46.12986
2603,10.54766,57.43491
7171,-64.88768,17.71302
2636,12.0022,55.96037
5288,10.94854,59.18862
5169,13.17041,68.08247
7132,-78.77423,26.52312
6175,-86.13716,30.48811
175,-95.33232,28.93849
1506,13.73237,54.13735
1345,9.29087,53.82458
3908,115.73659,-32.05955
3937,145.27076,-38.38376
3816,115.77485,-32.00265
5738,16.47204,48.17563
6106,-123.01327,48.53664
1313,8.87959,54.00154
1311,9.0895,54.37982
5328,8.80508,63.63902
775,20.66473,38.45991
6612,-92.65531,18.53029
1950,-1.79073,43.38018
1429,7.68707,52.04599
5695,-6.81211,62.23944
4534,136.84118,34.7653
3510,56.36416,25.14916
4569,145.20115,44.01887
4388,130.78694,31.59864
4940,129.81395,32.68515
4629,132.598,32.94468
4293,139.92421,40.6484
4372,131.18123,34.38058
4582,135.13786,34.32282
4367,141.44515,38.35057
4325,137.90408,34.66436
4905,136.11724,36.20364
4634,140.259,41.4771
4824,133.44657,34.42869
4481,130.08585,33.50632
6463,-123.453,48.7696
4935,139.96294,35.65827
4831,141.03281,45.44713
4828,141.50994,38.53441
4484,129.72464,33.41335
7190,-16.90542,32.6432
5705,-6.93484,62.2394
2857,13.59792,45.17822
4303,140.64006,43.27415
5357,18.92658,59.66252
4375,137.08937,36.78643
4791,130.12997,32.54782
4354,138.26236,37.97808
3749,102.40015,0.82168
4565,140.80557,41.32717
5832,51.3615,26.0661
4219,119.27674,25.98861
2632,9.98696,54.9956
906,5.54224,52.96478
3222,10.1108,33.91479
2091,13.57519,41.22204
2732,-8.73937,40.61389
486,20.19112,39.20321
5514,128.51164,38.36681
622,22.38734,38.37975
2905,28.04718,45.42438
6639,-36.2758,-5.09538
3660,80.22915,6.02703
6298,-90.30054,29.44225
2450,0.06909,51.50593
2034,17.98032,40.05848
1591,-6.12503,56.87932
6308,-94.79552,29.30993
176,-9.05115,53.269
4823,137.22953,34.80938
3236,10.3111,36.92071
5680,-6.81786,61.96138
5326,28.25828,71.0622
3597,50.50565,29.55765
1917,-0.14994,38.9954
3653,83.2405,17.6246
6487,-123.4928,48.8524
3403,19.3426,-34.58416
4224,119.19714,34.83439
1068,5.91803,52.57499
4220,119.85348,32.28861
4137,112.89026,22.90548
5405,124.30806,9.61522
2295,-2.33708,57.67418
2446,-4.36442,54.78886
928,6.4942,53.30385
3717,119.61023,-4.3711
5352,15.47618,56.10162
1903,1.90049,41.24962
1971,-1.81718,37.18307
1628,-2.90836,53.34769
6004,-87.31991,41.6257
3604,54.8515,26.5209
6496,-64.43973,48.82498
1734,-1.27841,49.69379
6438,-55.90161,47.60745
641,24.11799,34.8473
177,17.1869,60.6833
2801,15.25502,44.09074
3325,-12.38748,7.8053
178,18.65866,54.3812
179,18.5388,54.5352
2146,29.37963,40.75342
2639,11.92624,54.57179
180,144.36911,-38.1147
931,3.76199,51.55471
871,4.85244,51.70022
1512,10.3588,53.42958
3857,147.34006,-42.83991
2575,8.47489,49.7541
5071,7.20193,62.1028
5295,5.06779,60.39288
2085,14.24763,37.03823
3069,38.04557,44.56976
2141,26.6705,40.40447
1115,4.84618,51.93948
1384,7.66441,52.01738
1418,7.0797,51.54141
2116,29.09996,40.41989
1003,5.09364,51.73139
942,6.04814,52.62468
6780,-56.94745,-36.3986
5421,125.17011,6.08289
2549,5.50002,50.93745
1120,5.96828,51.68395
181,8.86222,44.4033
182,3.73881,51.0805
3361,8.78887,-0.70577
6133,-81.2575,29.76791
3989,115.39058,-33.6324
5521,128.45929,38.44578
7083,-58.17356,6.78918
6356,-79.28494,33.36164
3812,114.60112,-28.76856
1195,6.2114,53.23709
1361,8.38362,49.22422
2136,35.20113,41.79868
1893,-2.19903,43.30477
3493,56.07308,26.00033
3498,54.8509,24.89429
3227,10.22994,37.15453
3271,-1.86388,35.10403
3617,72.28374,21.68576
6827,-76.12776,21.10604
183,-5.36269,36.1475
863,6.05451,51.99855
1464,6.07702,52.73058
1984,10.92084,42.36017
1962,-5.66816,43.54592
3757,114.43518,-8.16108
184,12.3108,56.1272
2393,0.56077,51.39718
1542,-3.1587,58.63989
185,15.9006,38.4454
2125,38.38124,40.92084
2335,-4.86129,55.24517
4059,178.0225,-38.67383
2915,25.9852,43.89041
5870,28.20211,45.47046
5815,156.84188,-8.10085
5270,12.99222,66.61482
5098,5.91926,60.06283
5183,6.13583,62.53348
3859,151.25051,-23.81975
186,-4.30321,55.8637
1555,-2.84924,54.00009
190,-4.81865,56.1293
2401,-5.95046,54.96965
3917,138.51352,-34.9729
1674,-5.53504,56.56577
5133,13.92723,66.8071
2208,12.35061,56.92952
856,23.61531,39.16483
2384,-2.2525,51.86326
1269,9.41153,53.785
672,22.96933,38.95189
696,23.74523,37.859
718,22.07604,38.38019
5684,-6.72699,62.12426
2098,28.9365,36.7461
6409,-67.58928,49.32298
6518,-81.73269,43.74585
1521,6.98515,50.84823
903,3.89256,51.50852
5472,128.58616,34.92403
1466,5.7708,53.0114
4785,136.70135,34.34368
2169,25.9538,40.2283
6322,-90.25904,29.38098
2891,28.05282,43.30106
413,7.0783,43.564
1994,9.62155,40.99311
5851,31.01991,52.43828
5518,128.5139,38.35362
5776,17.77748,47.7352
6375,-90.40395,29.9883
410,-0.8736,53.7008
1136,6.59269,52.22626
3387,18.85912,-34.16447
3320,-17.39793,14.66976
3118,39.00637,41.03537
5019,4.97296,51.83459
3070,132.01204,43.11247
3720,123.06094,0.50695
3056,29.96307,60.03087
3824,151.33626,-33.43531
1541,-1.11539,50.79575
380,11.9634,57.7121
7087,-68.38337,12.2185
1477,4.69255,52.00679
1122,4.2768,51.79397
3246,1.9086,36.57634
2321,-2.28658,56.82709
1682,-4.81134,55.96139
1813,-1.94488,49.71479
580,25.30216,35.33589
812,19.85138,39.65122
5810,50.07715,40.34788
6782,-59.26879,-29.13726
4800,136.76911,34.27801
4616,140.65734,40.98463
5353,19.02974,59.76693
1635,-3.26606,58.93111
1069,5.92727,52.58114
2673,-14.02477,28.20557
7012,-85.93904,11.92986
7140,-61.31671,15.88017
1851,0.99268,49.36135
6126,-86.22468,43.07105
6520,-66.74869,44.76049
7042,-71.14783,21.42968
1764,-1.04855,49.38828
6529,-70.83105,48.40216
5464,120.27707,14.81637
379,-3.69856,56.0252
2475,-7.16755,52.27655
2387,-3.22301,55.98662
1733,-1.60172,48.83128
5740,15.14409,48.21366
2196,18.46176,60.34584
1179,5.73816,51.75922
1610,0.37763,51.44503
5182,11.03219,59.26303
5998,-87.82915,42.30703
337,1.72692,52.5916
3606,55.32494,26.26481
6295,-88.01731,44.51674
2497,-6.98486,55.2025
1615,-6.10119,54.03839
296,-4.74037,55.9499
273,-6.13208,54.0351
1380,7.10384,53.50481
272,10.9281,56.4128
7046,-61.62022,12.12253
3800,112.66083,-7.1382
6453,-57.10097,47.58836
4048,171.20325,-42.44516
2499,-6.0649,53.1513
1315,13.33283,54.17068
1287,8.60558,50.08991
2559,6.31914,51.78751
260,-0.06824,53.5786
5581,-18.01398,66.53775
5143,8.59734,58.33811
5583,-22.42731,63.83627
608,26.56275,37.30019
1779,-3.44661,47.64448
1395,10.96102,54.13875
2197,16.39519,56.26608
1223,6.56757,53.21874
2465,-5.61909,54.67766
1486,4.81416,51.92486
1386,8.94496,50.08692
2576,8.48265,53.46648
1420,8.96293,50.07971
2180,11.68688,57.69473
1091,5.84048,53.09752
1886,-8.85903,42.49704
5347,13.1262,59.3431
